title,creator,date,description,subjects,publisher,identifier,rights,source,format,type,datedig,language,pub-type,number,object-id
"4-H dairy handbook, division II","Anderson, G. C. 1920-",1958-02-01,"12 p., Idaho Agricultural Extension Service, Bulletin 288, February 1958.","4-H clubs; dairy science; Dairy farming--Handbooks, manuals, etc.",University of Idaho. Agricultural Extension Service,uica_b288,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),288,1736
Trees of Idaho,"Burlison, Vernon H.; Guernsey, Roger L.; Johnson, Frederic D., 1925-;",1958-06-01,"24 p., Idaho Agricultural Extension Service, Bulletin 289, June 1958.",trees; Trees--Idaho,University of Idaho. Agricultural Extension Service,uica_b289,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),289,1761
Park oats for Idaho,"Petr, Frank C.; Stevens, Harland",1958-04-01,"4 p., Idaho Agricultural Experiment Station, Bulletin 290, April 1958.",oats; Oats--Varieties--Idaho,Idaho Agricultural Experiment Station,uica_b290,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),290,1766
Delayed concentrate feeding of steers: 1. As affected by time and type of roughage,"Johnson, R.F.; Keith, Thomas B.; Lehrer, W.P. Jr.",1958-08-01,"12 p., Idaho Agricultural Experiment Station, Bulletin 291, August 1958.",cattle feeding; steers; Beef cattle--Feeding and feeds,Idaho Agricultural Experiment Station,uica_b291,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),291,1779
Irrigation development in Idaho under the desert land act,"Kimball, N.D.",1958-12-01,"38 p., Idaho Agricultural Experiment Station, Bulletin 292, December 1958.",irrigation; land policy; Irrigation--Idaho; United States--Desert Land Act,Idaho Agricultural Experiment Station,uica_b292,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),292,1818
Diseases of beans in Idaho,"Dean, Leslie L.; LaFerriere, Lucien;",1958-12-01,"20 p., Idaho Agricultural Experiment Station, Bulletin 293, December 1958.",beans; plant diseases and disorders; Beans--Diseases and pests--Idaho,Idaho Agricultural Experiment Station,uica_b293,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),293,1839
Red mexican UI-35: Mosaic resistant small red bean,"LeBaron, Marshall John",1959-03-01,"3 p., Idaho Agricultural Experiment Station, Bulletin 295, March 1959.",Bean common mosaic virus; disease resistance; red beans; Beans--Disease and pest resistance; Mosaic diseases,Idaho Agricultural Experiment Station,uica_b295,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),295,1843
Formulation of Idaho steer fattening rations,"Keith, Thomas B.; Lehrer, W.P. Jr.; Johnson, R.F.",1959-02-01,"20 p., Idaho Agricultural Experiment Station, Bulletin No. 296, February 1959.",cattle feeding; cattle feeds; finishing; Beef industry--Feeding and feeds--Idaho,Idaho Agricultural Experiment Station,uica_b296,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),296,1864
Itana and Columbia new hard winter wheats for Idaho,"Fitzgerald, Paul J.; McKay, Hugh C.",1959-04-01,"6 p., Idaho Agricultural Experiment Station, Bulletin No. 297, April 1959.",winter wheat; Wheat--Varieties--Idaho,Idaho Agricultural Experiment Station,uica_b297,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),297,1871
The Owyhee tomato: Idaho's curly-top resistant variety,"Simpson, William Ray",1959-03-01,"4 p., Idaho Agricultural Experiment Station, Bulletin No. 298, March 1959.",disease resistance; tomatoes; Tomatoes--Disease and pest resistance--Idaho; Curly top disease,Idaho Agricultural Experiment Station,uica_b298,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),298,1876
Bean fertilization in Southern Idaho,"LeBaron, Marshall; Mannering, J.V.; Baker, George Orien",1959-04-01,"9 p., Idaho Agricultural Experiment Station, Bulletin No. 299, April 1959.",beans; fertilizer application; Beans--Fertilizers--Idaho,Idaho Agricultural Experiment Station,uica_b299,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),299,1886
Our friends the trees,"Burlison, Vernon H.",1959-05-01,"12 p., Idaho Agricultural Extension Service, Bulletin No. 305, May 1959.",trees; Trees;,University of Idaho. Agricultural Extension Service,uica_b305,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),305,1899
Halogeton and its control,"Morton, Howard L.; Haas, Robert H.; Erickson, Lambert C.",1959-11-01,"25 p., Idaho Agricultural Experiment Station, Bulletin No. 307, November 1959.",Halogeton glomeratus; weed control; Halogeton glomeratus;,Idaho Agricultural Experiment Station,uica_b307,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),307,1925
Wearable woolens: 4-H clothing project,"Nystrom, Esther",1959-01-01,"24 p., Idaho Agricultural Extension Service, Bulletin 294, January 1959.",4-H clubs; clothing; Clothing and dress; Wool;,University of Idaho. Agricultual Extension Service,uica_b294,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),294,1950
Sewing is easy and fun: 4-H clothing plan 1,"Lusk, Marjorie S.; Rigby, Alice",1961-06-01,"39 p., Idaho Agricultural Extension Service, Bulletin 302, June 1961.",4-H clubs; sewing; Sewing,University of Idaho. Agricultural Extension Service,uica_b302,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),302,1990
Idaho fruit varieties,"Horn, Anton S.; Verner, Leif; Franklin, DeLance F., 1909-",1959-05-01,"19 p., Idaho Agricultural Experiment Station, Bulletin 300, May 1959.",fruits; Fruit--Varieties--Idaho,Idaho Agricultural Experiment Station,uica_b300,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),300,2010
Analyzing dairy farms for maximum profit: A study of agricultural adjustment,"Brooks, Leonard K.; Walker, Scott A.; Weber, Jack",1959-04-01,"37 p., Idaho Agricultural Experiment Station, Bulletin 301, April 1959.",dairy farming; farm profitability; Dairy farming--Economic aspects,Idaho Agricultural Experiment Station,uica_b301,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),301,2048
Shipping Idaho potatoes in 50-pound boxes,"Bird, Kermit M.",1959-05-01,"20 p., Idaho Agricultural Experiment Station, Bulletin 303, May 1959.",food packaging; food transport; potatoes; shipping; Potatoes--Packing,Idaho Agricultural Experiment Station,uica_b303,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),303,2069
Poultry feed formulation: Starter -- broiler -- grower -- layer -- breeder rations,"Petersen, Charles F.; Black, Robert E.",1959-05-01,"16 p., Idaho Agricultural Extension Service, Bulletin 304, May 1959.",poultry feeding; Poultry--Feeding and feeds,University of Idaho. Agricultural Extension Service,uica_b304,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),304,2086
Gifts from your kitchen,"Branthoover, Barbara",1959-07-01,"11 p., Idaho Agricultural Extension Service, Bulletin 306, July 1959.",home food preparation; Cookery; Holiday cookery;,University of Idaho. Agricultural Extension Service,uica_b306,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),306,2098
Delayed concentrate feeding to steers: Part 2 relation of quantity of concentrate fed to carcass grade and yield,"Keith, Thomas B.; Lehrer, W.P. Jr.; Johnson, R.F.",1959-06-01,"12 p., Idaho Agricultural Experiment Station, Bulletin 308, June 1959.",carcass grading; carcass quality; cattle feeding; steers; Beef cattle--Feed utilization efficiency,Idaho Agricultural Experiment Station,uica_b308,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),308,2111
2009 Small Grain and Grain Legume Report,"Finkelnburg, Doug; Zemetra, Robert S.",2010-01-01,"47 p. PDF, University of Idaho College of Agricultural and Life Sciences, Moscow Idaho, Research Bulletin 176, 2009.",legumes; small cereal grains; Grain--Idaho,Idaho Agricultural Experiment Station,uica_r176,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010,eng,Research Bulletin (University of Idaho. College of Agriculture),176,2159
"Idaho's Noxious Weeds 2010 Control Guidelines, Noncrop and Rangeland Sites (865, Bulletin, 2010)","Prather, Timothy S.; Wilson, Linda; Wallace, John",2010-01-01,"68 p. PDF, University of Idaho Extension, Moscow Idaho, Bulletin 865, 2010.",noxious weeds; rangelands; weed control; Noxious weeds--Idaho--Identification--Guidebooks; Noxious weeds--Idaho--Guidebooks,University of Idaho. College of Agriculture,uica_b865,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2011,eng,Bulletin (University of Idaho. College of Agriculture),865,2228
2008 Small Grains Report,"Windes, Juliet; Jackson, Chad; Shelman, Tod; Beck, Linda; O'Brien, Katherine",2009-01-01,"110 p. PDF, University of Idaho College of Agricultural and Life Sciences, Moscow Idaho, Research Bulletin 172, 2009.",small cereal grains; Grain--Idaho,Idaho Agricultural Experiment Station,uie_rb172,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010,eng,Research Bulletin (University of Idaho. College of Agriculture),172,2339
"Babcock test for butter fat (063, Bulletin No., 1908)","Frandson, J.H.",1908-06-01,"8 p., University of Idaho Agricultural Experiment Station, Bulletin No. 63, June 1908.",milk fat; Milkfat--Sampling;,Idaho Agricultural Experiment Station,uie_b63,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (Idaho Agricultural Experiment Station),063,2348
"Alaska wheat investigation (065, Bulletin No., 1908)","French, Hiram T. 1861-; Jones, J. Shirley",1908-11-01,"12 p., University of Idaho Agricultural Experiment Station, Bulletin No. 65, November 1908.",wheat; Wheat--Idaho--Field experiments;,Idaho Agricultural Experiment Station,uie_b65,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),065,2361
"Spraying experiments 1907 (061, Bulletin No., 1908)","Henderson, Louis F.",1908-02-01,"15 p., University of Idaho Agricultural Experiment Station, Bulletin No. 61, February 1908.",spraying; Spraying and dusting in agriculture--Idaho;,Idaho Agricultural Experiment Station,uie_b61,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (Idaho Agricultural Experiment Station),061,2377
"Conditions affecting the production of denatured alcohol in the Northwest (060, Bulletin No., 1907)","Jones, J. Shirley",1907-09-01,"21 p., University of Idaho Agricultural Experiment Station, Bulletin No. 60, September 1907.","alcohols; Alcohol, Denatured;",Idaho Agricultural Experiment Station,uie_b60,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (Idaho Agricultural Experiment Station),060,2399
"Grass pastures for irrigated lands (080, Bulletin No., 1914)","Welch, J.S.",1914-11-01,"16 p., University of Idaho Agricultural Experiment Station, Bulletin No. 80, November 1914.",grasses; irrigated farming; pastures; Pastures--Irrigation--Idaho; Grasses--Irrigation--Idaho;,Idaho Agricultural Experiment Station,uie_b80,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),080,2416
"Recommended varieties of fruit for Idaho (083, Bulletin No., 1915)","Vincent, Clarence C.; Downing, G.J.",1915-03-01,"15 p., University of Idaho Agricultural Experiment Station, Bulletin No. 83, March 1915.",fruits; Fruit--Varieties--Idaho;,Idaho Agricultural Experiment Station,uie_b83,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),083,2432
"The use of lime-sulfur as a summer spray for apple scab (085, Bulletin No., 1916)","Vincent, Clarence C.",1916-02-01,"16 p., University of Idaho Agricultural Experiment Station, Bulletin No. 85, February 1916.",apples; pesticide application; spraying; Venturia inaequalis; Apple scab; Apples--Diseases and pests--Control;,Idaho Agricultural Experiment Station,uie_b85,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),085,2449
"Some poisonous plants of Idaho (086, Bulletin No., 1916)","Gail, Floyd W., Hahner, A.R.",1916-02-01,"16 p., University of Idaho Agricultural Experiment Station, Bulletin No. 86, February 1916.",poisonous plants; Livestock poisoning plants--Idaho;,Idaho Agricultural Experiment Station,uie_b86,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),086,2466
"Lamb and sheep feeding experiments (089, Bulletin No., 1916)","Iddings, Edward J.",1916-05-01,"15 p., University of Idaho Agricultural Experiment Station, Bulletin No. 89, May 1916.",lamb feeding; sheep feeding; Lambs--Feeding and feeds; Sheep--Feeding and feeds;,Idaho Agricultural Experiment Station,uie_b89,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),089,2482
"Soils of the cut-and burned-over areas of north Idaho (081, Bulletin No., 1915)","Jones, J.S., Colver, C.W.",1915-01-01,"20 p., University of Idaho Agricultural Experiment Station, Bulletin No. 81, January 1915.",soil; Soils--Idaho; Cutover lands--Idaho; Burning of land--Idaho;,Idaho Agricultural Experiment Station,uie_b81,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),081,2503
"Creamery records (090, Bulletin No., 1916)","Holmes, O.W.",1916-06-01,"20 p., University of Idaho Agricultural Experiment Station, Bulletin No. 90, June 1916.",creaming; Creameries--Records and correspondence; Creameries--Accounting;,Idaho Agricultural Experiment Station,uie_b90,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),090,2524
"Dry-farmed and irrigated wheat (088, Bulletin No., 1916)","Jones, J. Shirley; Colver, C.W.",1916-05-01,"20 p., University of Idaho Agricultural Experiment Station, Bulletin No. 88, May 1916.",dryland farming; irrigated farming; wheat; Dry farming--Idaho; Wheat--Irrigation--Idaho; Wheat--Idaho--Composition;,Idaho Agricultural Experiment Station,uie_b88,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),088,2545
"Canning fruits and vegetables on the farm (082, Bulletin No., 1915)","Vincent, Clarence C.",1915-03-01,"24 p., University of Idaho Agricultural Experiment Station, Bulletin No. 82, March 1915.",canning; home food preservation; Fruit--Preservation; Vegetables--Preservation; Canning and preserving;,Idaho Agricultural Experiment Station,uie_b82,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),082,2570
"Irrigation practice: a report of four years investigation at the Gooding Sub-Station (078, Bulletin No., 1914)","Welch, J.S.",1914-01-01,"27 p., University of Idaho Agricultural Experiment Station, Bulletin No. 78, January 1914.",irrigation; Irrigation--Idaho;,Idaho Agricultural Experiment Station,uie_b78,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),078,2598
"Hog raising for the Idaho farmer (074, Bulletin No., 1912)","Carlyle, W.L.; Iddings, Edward John",1912-08-01,"31 p., University of Idaho Agricultural Experiment Station, Bulletin No. 74, August 1912.",livestock production; swine; Swine--Idaho;,Idaho Agricultural Experiment Station,uie_b74,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),074,2630
"Insect pests of the orchards and gardens of Idaho and their control (087, Bulletin No., 1916)","Edmundson, Wilbur C.",1916-02-01,"31 p., University of Idaho Agricultural Experiment Station, Bulletin No. 87, February 1916.",insect control; orchards; Garden pests--Idaho; Fruit--Diseases and pests--Idaho; Fruit--Diseases and pests--Control--Idaho;,Idaho Agricultural Experiment Station,uie_b87,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),087,2662
"Chemical and mechanical analyses of characteristic Idaho soils (068, Bulletin No., 1910)","Jones, J. Shirley",1910-07-01,"34 p., University of Idaho Agricultural Experiment Station, Bulletin No. 68, July 1910.",soil analysis; soil chemistry; Soil chemistry--Idaho; Soils--Idaho--Analysis;,Idaho Agricultural Experiment Station,uie_b68,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),068,2697
"Alfalfa (066, Bulletin No., 1909)","Nelson, Elias",1909-05-01,"37 p., University of Idaho Agricultural Experiment Station, Bulletin No. 66, May 1909.",alfalfa; Alfalfa;,Idaho Agricultural Experiment Station,uie_b66,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-06,eng,Bulletin (Idaho Agricultural Experiment Station),066,2735
"Dry farming in Idaho (062, Bulletin No., 1908)","Nelson, Elias",1908-03-01,"42 p., University of Idaho Agricultural Experiment Station, Bulletin No. 62, March 1908.",dryland farming; Dry farming--Idaho;,Idaho Agricultural Experiment Station,uie_b62,"https://creativecommons.org/publicdomain/mark/1.0/ | Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (Idaho Agricultural Experiment Station),062,2779
