title,creator,description,date,subjects,origin,destination,location,source,format,type,rights,language,object-id
"Letter from Frederick Burbidge to F.W. Bradley, August 28, 1899","Burbidge, Frederick","Burbidge explains the enclosed copy of a McBride's opinion on the liabillity of Officials with regards to the destruction of their property; 2 pages, handwritten",1899-08-28,legal disputes; property damage,United States--Idaho--Shoshone County--Kellogg,Canada--British Columbia--Whitewater,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,115
"Letter from J.R. McBride to F. Burbridge, August 28, 1899","McBride, J.R.",McBride explains and lists in detail his opinion on the liablility for destruction of Bunker Hill Property; 4 pages.,1899-08-28,legal disputes; property damage,United States--Washington--Spokane County--Spokane,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,116
"Letter from Frederick Burbidge to Alex. Granger, August 28, 1899","Burbidge, Frederick",Burbidge informs Granger of an enclosed check,1899-08-28,checks; pay,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,117
"Letter from Frederick Burbidge to F.W. Bradley, August 29, 1899 [01]","Burbidge, Frederick",Burbidge informs Bradley of an accident resulting in the death of Ralph L. Drought; handwritten,1899-08-29,mining accident,United States--Idaho--Shoshone County--Kellogg,Canada--British Columbia--Greenwood,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,118
"Letter from Frederick Burbidge to F.W. Bradley, August 11, 1899 [02]","Burbidge, Frederick",Burbidge informs Bradley of compressors to be used in the Kellogg Tunnel.,1899-08-11,machinery; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,119
"Letter from Frederick Burbidge to F.W. Bradley, August 29, 1899 [02]","Burbidge, Frederick","Burbidge advises on ore contracts; 2 pages, handwritten",1899-08-29,ore; contracts,United States--Idaho--Shoshone County--Kellogg,Canada--British Columbia--Whitewater,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,120
"Letter from Frederick Burbidge to F.W. Bradley, August 11, 1899 [03]","Burbidge, Frederick",Burbidge informs Bradley on Miners' Union Funds.,1899-08-11,labor unions,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,121
"Telegram from F.W. Bradley to Alex. Granger, September 03, 1899","Bradley, F.W.",in code; handwritten note possibly deciphering message,1899-09-03,codes; correspondence,Canada--British Columbia--Phoenix,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,122
"Letter from Frederick Burbidge to F.W. Bradley, April 07, 1899","Burbidge, Frederick",Burbidge reports on the status of the mines; 2 pages.,1899-04-10,mining; ore,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,123
"Letter from F.W. Bradley to Alex. Granger, September 12, 1899","Bradley, F.W.",Bradley instructs Granger to send him a copy of a letter,1899-09-12,travel; correspondence,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,124
"Letter from Frederick Burbidge to F.W. Bradley, September 15, 1899","Burbidge, Frederick",Burbidge explains a list of losses due to destruction of property; handwritten,1899-09-15,property destruction; accounting,United States--Idaho--Shoshone County--Kellogg,United States--Washington--Spokane County--Spokane,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,125
"Letter from F.W. Bradley to Frederick Burbidge, September 15, 1899","Bradley, F.W.",Bradley instructs Burbidge on who to call as witnessess in the Stemwinder Case; handwritten,1899-09-15,legal disputes; travel,United States--Washington--Spokane County--Spokane,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,126
"Telegram from Frederick Burbidge to F.W. Bradley, September 20, 1899","Burbidge, Frederick","in code, possibly about hiring; handwritten reply",1899-09-20,codes,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,127
"Telegram from F.W. Bradley to Alex. Granger, September 18, 1899","Bradley, F.W.",Bradley informs Granger of his travel plans,1899-09-18,travel,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,128
"Letter from Frederick Burbidge to F.W. Bradley, September 01, 1899","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill,1899-09-01,reports; mining; construction; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,129
"Letter from Frederick Burbidge to Alex. Granger, September 01, 1899","Burbidge, Frederick",Burbidge explains an enclosed check,1899-09-01,pay; accounting,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,130
"Letter from Frederick Burbidge to F.W. Bradley, September 02, 1899","Burbidge, Frederick",Burbidge discusses lateral rights regarding the King and Tyler mines,1899-09-02,mining claims; legal disputes,United States--Idaho--Shoshone County--Kellogg,Canada--British Columbia--Greenwood,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,131
"Letter from Frederick Burbidge to F.W. Bradley, September 24, 1899 [01]","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill; 2 pages,1899-09-24,reports; mining; ore grade; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,132
"Letter from Frederick Burbidge to F.W. Bradley, September 24, 1899 [02]","Burbidge, Frederick",Burbidge informs Bradley of possible mining engineers suggested by a Mr. Rueger to call on in a lawsuit,1899-09-24,hiring; mining law,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,133
"Telegram from F.W. Bradley to Alexander Granger, April 14, 1899","Bradley, F.W.",Telegram written in code regarding possible travel plans.,1899-04-14,travel; codes,United States--Idaho--Canyon County--Nampa,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,134
"Letter from Frederick Burbidge to F.W. Bradley, September 24, 1899 [03]","Burbidge, Frederick",Burbidge informs Bradley of a model being built to show possible locations of lead and silver for the Stemwinder Case,1899-09-24,blueprints; maps; mining claims; legal disputes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,135
"Letter from Frederick Burbidge to F.W. Bradley, September 24, 1899 [04]","Burbidge, Frederick",Burbidge discusses proposals to view the mining operations in question during the Stemwinder Case; 2 pages,1899-09-24,legal disputes; mining,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,136
"Letter from Jno. R. McBride to Frederick Burbidge, September 22, 1899","McBride, J.R.",McBride discusses his thoughts on the Stemwinder Case regarding the viewing of mining operations.,1899-09-22,legal disputes; mining,United States--Washington--Spokane County--Spokane,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,137
"Letter from Frederick Burbidge to F.W. Bradley, September 25, 1899","Burbidge, Frederick","Burbidge informs Bradley of maps he previously sent, refers to telegram MG 367-86-17",1899-09-25,legal disputes; maps; correspondence,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,138
"Telegram from Frederick Burbidge to F.W. Bradley, September 25, 1899","Burbidge, Frederick","in code, Burbidge explains maps that had been sent",1899-09-25,codes; maps; correspondence,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,139
"Letter from Frederick Burbidge to F.W. Bradley, September 26, 1899","Burbidge, Frederick",Burbidge informs Bradley of the offer to purchase Klondyke Stock,1899-09-26,stocks; pay,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,140
"Report of the Wardner Industrial Union, no date",Wardner Industrial Union,"A report to the members of the Wardner Industrial Union stating that Bunker Hill & Sullivan Mining & Concentrating Co. would pay a share of union dues, and that B.H.&S.M.&C.Co. is friendly and supportive of the union; handwritten note at end possibly from Frederick Burbidge",1901,labor unions; accounting,United States--Idaho--Shoshone County--Wardner,United States--Idaho--Shoshone County--Wardner,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,141
"Letter from Frederick Burbidge to F.W. Bradley, September 28, 1899 [01]","Burbidge, Frederick",Burbidge informs Bradley of the status of the Annual Report,1899-09-28,reports,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,142
"Letter from Frederick Burbidge to F.W. Bradley, September 28, 1899 [02]","Burbidge, Frederick","Burbidge informs Bradley of his oppinion of a Mr. E. McCormick, who is currently surveying for the Empire State Co., possibly for the Stemwinder Case",1899-09-28,hiring; mining law,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,143
"Letter from Frederick Burbidge to F.W. Bradley, October 02, 1899 [01]","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill,1899-10-02,reports; mining; ore grade; tunnels,United States--Idaho--Shoshone County--Kellogg,Mexico--Chihuahua-Chihuahua City,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,144
"Letter from Frederick Burbidge to F.W. Bradley, April 15, 1899","Burbidge, Frederick",Burbidge advises on ore contracts; handwritten.,1899-04-15,contracts,United States--Idaho--Shoshone County--Kellogg,United States--Idaho--Owyhee County--De Lamar,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,145
"Letter from Frederick Burbidge to F.W. Bradley, October 02, 1899 [02]","Burbidge, Frederick",Burbidge discusses the possibility of the town of Wardner being incorporated,1899-10-02,taxes,United States--Idaho--Shoshone County--Kellogg,Mexico--Chihuahua-Chihuahua City,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,146
"Letter from Frederick Burbidge to F.W. Bradley, October 02, 1899 [03]","Burbidge, Frederick",Burbidge informs Bradley of the possible locations of the Stemwinder Mining Claim with respect to the actual vein,1899-10-02,maps; legal disputes,United States--Idaho--Shoshone County--Kellogg,Mexico--Chihuahua-Chihuahua City,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,147
"Letter from Frederick Burbidge to F.W. Bradley, October 02, 1899 [04]","Burbidge, Frederick",Burbidge informs Bradley of the legality of the transfer of both the Inez Mining Co. and the Wardner Mining & M. Co. to the Empire State Co.,1899-10-02,stocks; legal disputes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,148
"Letter from Frederick Burbidge to F.W. Bradley, October 03, 1899","Burbidge, Frederick",Burbidge informs Bradley of a possible mortgage on the Inez Mining Co.,1899-10-03,stocks; mortgages,United States--Idaho--Shoshone County--Kellogg,Mexico--Chihuahua-Chihuahua City,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,149
"Letter from Frederick Burbidge to F.W. Bradley, October 10, 1899","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill; 2 pages.,1899-10-10,reports; mining; ore; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,150
"Letter from Frederick Burbidge to F.W. Bradley, October 05, 1899","Burbidge, Frederick",Burbidge informs Bradley that the blue prints of statistics that he sent are incomplete; handwritten.,1899-10-05,reports,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,151
"Letter from Frederick Burbidge to F.W. Bradley, October 04, 1899","Burbidge, Frederick",Burbidge informs Bradley of items he is sending in the mail; handwritten.,1899-10-04,reports; blueprints,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,152
"Letter from Frederick Burbidge to F.W. Bradley, October 17, 1899 [01]","Burbidge, Frederick","Burbidge discusses the progress of the Stemwinder Case as well as other matters; 4 pages, handwritten.",1899-10-17,mining; legal disputes; travel,United States--Idaho--Shoshone County--Kellogg,Mexico--Chihuahua-Chihuahua City,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,153
"Letter from Frederick Burbidge to F.W. Bradley, October 17, 1899 [02]","Burbidge, Frederick",Burbidge informs Bradley that it turns out they had not yet located a Mr. Carlin; handwritten.,1899-10-17,reports; labor spies,United States--Idaho--Shoshone County--Kellogg,,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,154
"Letter from Frederick Burbidge to F.W. Bradley, October 17, 1899 [03]","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill.,1899-10-17,mining; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,155
"Letter from Frederick Burbidge to F.W. Bradley, April 16, 1899","Burbidge, Frederick",Burbidge explains contract negotiations with a Mr. Rust; 2 pages.,1899-04-16,contracts; ore grade; settlements,United States--Idaho--Shoshone County--Kellogg,United States--Idaho--Owyhee County--De Lamar,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,156
"Letter from Frederick Burbidge to F.W. Bradley, October 13, 1899 [01]","Burbidge, Frederick",Burbidge reports to Bradley further developments of the Reed Tunnel Water case.,1899-10-13,water rights; water supply; property destruction,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,157
"Letter from Frederick Burbidge to F.W. Bradley, October 09, 1899","Burbidge, Frederick","Burbidge discusses the possibility of submitting a claim against the County for personal and corporate losses; 2 pages, handwritten",1899-10-09,legal disputes,United States--Idaho--Shoshone County--Kellogg,,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,158
"1. Unreadable signature, to Frederick Burbidge, October 9, 1899; 2. Letter from [J.R. McBride] to F.W. Bradley, no date","McBride, J.R.","Two letters, both concerning the case with the Last Chance Co. regarding the water rights in the Reed Tunnel and Milo Creek.",1899-10-09,legal disputes; water rights; correspondence; water supply,,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,159
"Letter from Frederick Burbidge to F.W. Bradley, October 13, 1899 [02]","Burbidge, Frederick",Burbidge informs Bradley of a conversation he had with a Mr. Beale about a settlement in the Beaton Case.,1899-10-13,legal disputes; settlements,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,160
"Receipt for Telegram, October 19, 1899",Telegrafos Federales,"A Reciept for a telegram sent from Chihuahua, Mexico.",1899-10-19,correspondence,Mexico--Chihuahua-Chihuahua City,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,161
"Telegram from F.W. Bradley to Frederick Burbidge, October 12, 1899","Bradley, F.W.",Telegram written in code.,1899-10-12,codes,Mexico--Chihuahua-Chihuahua City,United States--Idaho--Shoshone County--Wardner,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,162
